Time (s),X (in),Y (in)
103.328000,2.882637,0.393846
103.359000,2.886553,0.392336
103.391000,2.881672,0.399499
103.423000,2.878960,0.409421
103.456000,2.883593,0.410224
103.487000,2.893433,0.411141
103.520000,2.894431,0.413875
103.552000,2.888996,0.419937
103.583000,2.886751,0.426584
103.616000,2.894134,0.428346
103.648000,2.898687,0.432972
103.695000,2.897336,0.433185
103.728000,2.893394,0.433425
103.760000,2.894382,0.433865
103.791000,2.897522,0.436655
103.823000,2.897656,0.440071
103.855000,2.894771,0.440012
103.888000,2.893275,0.442541
103.919000,2.896582,0.441818
103.951000,2.898487,0.446854
103.983000,2.895506,0.449502
104.016000,2.893993,0.450759
104.047000,2.895811,0.453502
104.095000,2.898237,0.456387
104.128000,2.897236,0.457439
104.160000,2.894251,0.460360
104.191000,2.895164,0.462392
104.224000,2.899328,0.463691
104.255000,2.899309,0.464731
104.288000,2.895862,0.466587
104.319000,2.895870,0.470429
104.351000,2.898140,0.472131
104.383000,2.900266,0.474741
104.416000,2.899610,0.474965
104.447000,2.896190,0.478780
104.495000,2.896094,0.480260
104.527000,2.898731,0.480099
104.560000,2.901086,0.482178
104.591000,2.900506,0.484165
104.623000,2.899014,0.487785
104.656000,2.901392,0.487494
104.688000,2.902460,0.488677
104.719000,2.901993,0.491768
104.752000,2.899463,0.496361
104.783000,2.900228,0.496780
104.815000,2.903105,0.497161
104.848000,2.903307,0.500002
104.895000,2.901212,0.504526
104.928000,2.901164,0.506550
104.959000,2.904067,0.507470
104.991000,2.904579,0.509146
105.023000,2.903752,0.514949
105.055000,2.903382,0.518803
105.088000,2.904789,0.521547
105.119000,2.905674,0.522732
105.152000,2.904671,0.525938
105.183000,2.903496,0.528063
105.216000,2.905717,0.532157
105.247000,2.906681,0.535773
105.295000,2.906543,0.538558
105.328000,2.904542,0.545615
105.359000,2.905727,0.547955
105.392000,2.907749,0.548267
105.423000,2.907479,0.550692
105.455000,2.906028,0.555794
105.488000,2.906438,0.559649
105.519000,2.908050,0.559463
105.551000,2.908971,0.561235
105.583000,2.907784,0.568649
105.615000,2.907665,0.570622
105.648000,2.909679,0.571027
105.696000,2.910185,0.574012
105.728000,2.909116,0.579427
105.760000,2.908650,0.582458
105.791000,2.909692,0.582912
105.823000,2.910756,0.584698
105.856000,2.910312,0.587128
105.887000,2.910412,0.589702
105.919000,2.910764,0.591985
105.951000,2.911299,0.594781
105.983000,2.910739,0.598460
106.016000,2.909887,0.600857
106.048000,2.910834,0.601815
106.096000,2.911838,0.603678
106.128000,2.910794,0.609797
106.160000,2.910336,0.613948
106.191000,2.910690,0.617228
106.223000,2.912027,0.619183
106.256000,2.912619,0.621325
106.288000,2.912107,0.624332
106.320000,2.911913,0.628364
106.352000,2.912634,0.631726
106.383000,2.912842,0.632674
106.416000,2.912398,0.634759
106.448000,2.911816,0.637974
106.495000,2.912977,0.639058
106.528000,2.913381,0.640162
106.559000,2.913428,0.642872
106.592000,2.912369,0.647514
106.624000,2.912454,0.652045
106.655000,2.913414,0.652517
106.688000,2.913530,0.655386
106.719000,2.912803,0.661603
106.751000,2.913130,0.663888
106.783000,2.913990,0.666468
106.816000,2.914083,0.668664
106.848000,2.913823,0.673365
106.896000,2.913831,0.675705
106.928000,2.915543,0.677307
106.960000,2.916163,0.680169
